amount,payment_method_type,payment_method,Stripe_outcome,Adyen_outcome,chosen_processor,chosen_network,final_outcome,savings,best_possible_processor,best_possible_network,best_possible_savings
189.35,['CARD'],['VISA'],success,success,Stripe,VISA,success,0.0,Stripe,VISA,0.0
274.35,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
37.62,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.5216315000000016,Adyen,ACCEL,9.0893475
923.28,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,fail,Adyen,STAR,fail,1.0308860000000024,Stripe,VISA,0.0
87.43,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,2.5612010000000005,Adyen,ACCEL,11.218575000000001
977.8,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,3.1844599999999943,Adyen,ACCEL,13.444499999999994
995.96,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,1.0726769999999988,Adyen,ACCEL,11.365404999999999
477.66,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,2.8343620000000023,Adyen,ACCEL,12.19415
847.11,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,3.0929769999999976,Adyen,ACCEL,13.117774999999998
660.77,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,2.9625389999999996,Adyen,ACCEL,12.651924999999995
510.92,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,2.8576440000000005,Adyen,ACCEL,12.277299999999997
634.77,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
148.02,['CARD'],['MASTERCARD'],fail,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
824.55,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.9741162500000016,Adyen,ACCEL,10.95830625
875.31,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
738.74,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,3.017118,Adyen,ACCEL,12.846849999999996
520.01,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.7990057500000027,Adyen,ACCEL,10.23502375
928.46,['CARD'],['VISA'],success,success,Adyen,VISA,success,0.0,Adyen,VISA,0.0
610.97,['CARD'],['VISA'],success,success,Stripe,VISA,success,0.0,Stripe,VISA,0.0
602.81,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
870.85,['CARD'],['VISA'],success,success,Stripe,VISA,success,0.0,Stripe,VISA,0.0
898.63,['CARD'],['VISA'],success,success,Stripe,VISA,success,0.0,Stripe,VISA,0.0
423.01,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
938.86,['CARD'],['VISA'],success,success,Stripe,VISA,success,0.0,Stripe,VISA,0.0
385.09,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.7214267499999991,Adyen,ACCEL,9.914588749999997
423.23,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
934.75,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,1.037481249999999,Adyen,ACCEL,11.220031249999998
329.68,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,2.7307760000000023,Adyen,ACCEL,11.824200000000001
946.98,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,1.0445135000000008,Adyen,ACCEL,11.249077499999999
877.3,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,1.0044474999999977,Adyen,ACCEL,11.083587499999997
431.38,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,2.801966,Adyen,ACCEL,12.07845
570.12,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,2.899084000000002,Adyen,ACCEL,12.425299999999996
39.94,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,2.5279580000000017,Adyen,ACCEL,11.09985
745.88,['CARD'],['VISA'],success,success,Stripe,VISA,success,0.0,Stripe,VISA,0.0
739.71,['CARD'],['VISA'],success,success,Adyen,VISA,success,0.0,Adyen,VISA,0.0
545.59,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
753.98,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,3.027786000000006,Adyen,ACCEL,12.884950000000003
320.27,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,2.7241890000000026,Adyen,ACCEL,11.800675000000002
202.97,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,2.642078999999999,Adyen,ACCEL,11.507425
399.7,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.7298275000000025,Adyen,ACCEL,9.949287500000002
390.01,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.7242557499999975,Adyen,ACCEL,9.926273749999998
945.19,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
818.47,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.9706202499999996,Adyen,ACCEL,10.943866250000003
763.71,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,3.0345970000000015,Adyen,ACCEL,12.909275000000001
638.69,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,2.9470829999999957,Adyen,ACCEL,12.596724999999996
477.39,['CARD'],['VISA'],success,success,Adyen,VISA,success,0.0,Adyen,VISA,0.0
365.44,['CARD'],['MASTERCARD'],fail,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
462.31,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.765828250000002,Adyen,ACCEL,10.09798625
360.47,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
325.2,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.6869900000000015,Adyen,ACCEL,9.77235
775.43,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.9458722500000043,Adyen,ACCEL,10.84164625
844.12,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
13.05,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
276.13,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
533.35,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
163.67,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
653.81,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
104.86,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,2.5734020000000015,Adyen,ACCEL,11.26215
808.93,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.9651347500000007,Adyen,ACCEL,10.921208749999998
428.85,['CARD'],['VISA'],success,success,Adyen,VISA,success,0.0,Adyen,VISA,0.0
309.58,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,2.716705999999995,Adyen,ACCEL,11.773949999999996
290.31,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.666928249999998,Adyen,ACCEL,9.68948625
169.9,['CARD'],['VISA'],success,success,Adyen,VISA,success,0.0,Adyen,VISA,0.0
744.56,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
997.2,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
186.69,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
667.51,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.8838182500000009,Adyen,ACCEL,10.585336250000001
28.19,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
752.75,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,3.0269250000000056,Adyen,ACCEL,12.881875
799.89,['CARD'],['VISA'],success,success,Adyen,VISA,success,0.0,Adyen,VISA,0.0
548.42,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
745.87,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
141.64,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,2.599148000000003,Adyen,ACCEL,11.3541
377.32,['CARD'],['VISA'],success,success,Adyen,VISA,success,0.0,Adyen,VISA,0.0
941.49,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,1.0413567499999985,Adyen,ACCEL,11.236038749999999
508.47,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.7923702500000012,Adyen,ACCEL,10.20761625
435.28,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.7502859999999991,Adyen,ACCEL,10.03379
673.74,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.8874005000000018,Adyen,ACCEL,10.600132499999997
550.56,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.8165720000000007,Adyen,ACCEL,10.307580000000005
914.11,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
786.76,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
194.92,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,2.6364440000000045,Adyen,ACCEL,11.487300000000003
979.99,['CARD'],['VISA'],success,success,Adyen,VISA,success,0.0,Adyen,VISA,0.0
114.02,['CARD'],['VISA'],success,success,Stripe,VISA,success,0.0,Stripe,VISA,0.0
546.23,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,2.882361000000003,Adyen,ACCEL,12.365575
817.38,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
470.29,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
544.36,['CARD'],['VISA'],success,success,Stripe,VISA,success,0.0,Stripe,VISA,0.0
787.13,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
775.79,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
761.82,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
141.77,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,2.599238999999997,Adyen,ACCEL,11.354424999999997
883.01,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
60.76,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.5349370000000029,Adyen,ACCEL,9.144305000000001
862.55,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
703.64,['CARD'],['VISA'],success,success,Adyen,VISA,success,0.0,Adyen,VISA,0.0
738.25,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
928.48,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,1.0338760000000065,Adyen,ACCEL,11.205140000000004
902.64,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,3.131848000000005,Adyen,ACCEL,13.256599999999999
686.14,['CARD'],['VISA'],success,success,Adyen,VISA,success,0.0,Adyen,VISA,0.0
349.94,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.7012155,Adyen,ACCEL,9.831107500000002
595.38,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,2.916765999999999,Adyen,ACCEL,12.488449999999997
656.89,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,2.9598229999999965,Adyen,ACCEL,12.642224999999996
508.79,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,2.856152999999999,Adyen,ACCEL,12.271975000000001
594.44,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.8418030000000023,Adyen,ACCEL,10.411795000000001
100.16,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,2.570111999999998,Adyen,ACCEL,11.250399999999999
507.3,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,2.8551099999999963,Adyen,ACCEL,12.268249999999998
536.47,['CARD'],['VISA'],success,success,Adyen,VISA,success,0.0,Adyen,VISA,0.0
31.33,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
405.52,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.7331740000000018,Adyen,ACCEL,9.96311
874.21,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,3.111946999999997,Adyen,ACCEL,13.185524999999998
440.7,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.7534025,Adyen,ACCEL,10.046662499999996
789.18,['CARD'],['VISA'],success,success,Adyen,VISA,success,0.0,Adyen,VISA,0.0
670.43,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
644.31,['CARD'],['VISA'],success,success,Adyen,VISA,success,0.0,Adyen,VISA,0.0
656.91,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,2.9598370000000003,Adyen,ACCEL,12.642274999999998
747.26,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,3.0230819999999987,Adyen,ACCEL,12.86815
23.13,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
517.93,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,2.862551,Adyen,ACCEL,12.294825
100.42,['CARD'],['VISA'],success,success,Stripe,VISA,success,0.0,Stripe,VISA,0.0
84.07,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.548340249999999,Adyen,ACCEL,9.19966625
540.26,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.8106495000000002,Adyen,ACCEL,10.283117500000003
278.1,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.6599075000000028,Adyen,ACCEL,9.6604875
656.49,['CARD'],['VISA'],success,success,Stripe,VISA,success,0.0,Stripe,VISA,0.0
979.48,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,3.1856359999999952,Adyen,ACCEL,13.448700000000002
38.64,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.5222179999999987,Adyen,ACCEL,9.09177
175.9,['CARD'],['VISA'],success,success,Stripe,VISA,success,0.0,Stripe,VISA,0.0
464.18,['CARD'],['VISA'],success,success,Adyen,VISA,success,0.0,Adyen,VISA,0.0
204.18,['CARD'],['VISA'],success,success,Stripe,VISA,success,0.0,Stripe,VISA,0.0
853.32,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
646.22,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,2.9523539999999997,Adyen,ACCEL,12.615549999999999
125.65,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,2.587955000000001,Adyen,ACCEL,11.314125
240.97,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
560.22,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.8221264999999995,Adyen,ACCEL,10.330522499999997
68.6,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.5394450000000042,Adyen,ACCEL,9.162925000000003
620.04,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
938.96,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",fail,success,Adyen,STAR,success,3.157271999999999,Adyen,ACCEL,13.3474
448.17,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.7576977499999948,Adyen,ACCEL,10.064403749999997
487.58,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.7803584999999984,Adyen,ACCEL,10.158002499999998
528.89,['CARD'],['VISA'],success,success,Adyen,VISA,success,0.0,Adyen,VISA,0.0
688.93,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,2.982250999999998,Adyen,ACCEL,12.722324999999998
454.01,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
461.66,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
575.29,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,2.9027030000000025,Adyen,ACCEL,12.438225
955.85,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,3.1690949999999987,Adyen,ACCEL,13.389624999999995
731.54,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.920635500000003,Adyen,ACCEL,10.7374075
361.46,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,2.753021999999998,Adyen,ACCEL,11.903649999999995
944.7,['CARD'],['VISA'],success,success,Stripe,VISA,success,0.0,Stripe,VISA,0.0
938.13,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,fail,Adyen,STAR,fail,1.039424749999995,Stripe,VISA,0.0
85.33,['CARD'],['VISA'],success,success,Stripe,VISA,success,0.0,Stripe,VISA,0.0
512.36,['CARD'],['VISA'],success,success,Adyen,VISA,success,0.0,Adyen,VISA,0.0
83.05,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.5477537499999983,Adyen,ACCEL,9.197243749999998
422.74,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.7430754999999998,Adyen,ACCEL,10.0040075
928.1,['CARD'],['VISA'],success,success,Stripe,VISA,success,0.0,Stripe,VISA,0.0
305.13,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.6754497500000021,Adyen,ACCEL,9.72468375
674.25,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,2.971975000000004,Adyen,ACCEL,12.685624999999998
409.16,['CARD'],['VISA'],success,success,Adyen,VISA,success,0.0,Adyen,VISA,0.0
458.48,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,2.820935999999996,Adyen,ACCEL,12.1462
162.52,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
259.75,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,2.681825,Adyen,ACCEL,11.649375
237.45,['CARD'],['VISA'],success,success,Adyen,VISA,success,0.0,Adyen,VISA,0.0
739.59,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
255.09,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
313.64,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.6803430000000006,Adyen,ACCEL,9.744895
445.79,['CARD'],['VISA'],success,success,Stripe,VISA,success,0.0,Stripe,VISA,0.0
611.73,['CARD'],['VISA'],success,success,Stripe,VISA,success,0.0,Stripe,VISA,0.0
873.3,['CARD'],['VISA'],success,success,Stripe,VISA,success,0.0,Stripe,VISA,0.0
938.0,['CARD'],['VISA'],success,success,Stripe,VISA,success,0.0,Stripe,VISA,0.0
923.07,['CARD'],['VISA'],success,success,Stripe,VISA,success,0.0,Stripe,VISA,0.0
547.11,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
259.56,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.6492470000000026,Adyen,ACCEL,9.616455000000002
217.67,['CARD'],['VISA'],success,success,Adyen,VISA,success,0.0,Adyen,VISA,0.0
31.14,['CARD'],['VISA'],success,success,Stripe,VISA,success,0.0,Stripe,VISA,0.0
456.87,['CARD'],['VISA'],success,success,Stripe,VISA,success,0.0,Stripe,VISA,0.0
144.03,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.582817249999998,Adyen,ACCEL,9.342071249999998
264.38,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,MASTERCARD,success,0.0,Adyen,ACCEL,11.66095
182.69,['CARD'],['VISA'],success,success,Stripe,VISA,success,0.0,Stripe,VISA,0.0
817.25,['CARD'],['VISA'],success,success,Stripe,VISA,success,0.0,Stripe,VISA,0.0
137.41,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.5790107500000019,Adyen,ACCEL,9.326348750000001
784.84,['CARD'],['VISA'],success,success,Adyen,VISA,success,0.0,Adyen,VISA,0.0
624.71,['CARD'],['VISA'],success,success,Stripe,VISA,success,0.0,Stripe,VISA,0.0
658.56,['CARD'],['VISA'],success,success,Adyen,VISA,success,0.0,Adyen,VISA,0.0
878.43,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,1.0050972499999986,Adyen,ACCEL,11.086271249999996
768.36,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,MASTERCARD,success,0.0,Adyen,ACCEL,12.920900000000003
613.81,['CARD'],['VISA'],success,success,Stripe,VISA,success,0.0,Stripe,VISA,0.0
729.32,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.9193589999999965,Adyen,ACCEL,10.732135
905.05,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,MASTERCARD,success,0.0,Adyen,ACCEL,13.262624999999993
98.4,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
482.85,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
65.71,['CARD'],['VISA'],success,success,Stripe,VISA,success,0.0,Stripe,VISA,0.0
938.9,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,1.0398674999999997,Adyen,ACCEL,11.229887499999997
188.43,['CARD'],['VISA'],success,success,Adyen,VISA,success,0.0,Adyen,VISA,0.0
334.85,['CARD'],['VISA'],success,success,Adyen,VISA,success,0.0,Adyen,VISA,0.0
943.04,['CARD'],['VISA'],success,success,Stripe,VISA,success,0.0,Stripe,VISA,0.0
451.85,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.7598137499999993,Adyen,ACCEL,10.07314375
692.64,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
579.07,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.8329652499999973,Adyen,ACCEL,10.375291249999997
622.7,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
923.29,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,MASTERCARD,success,0.0,Adyen,ACCEL,13.308225
816.36,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.9694070000000004,Adyen,ACCEL,10.938855000000004
957.84,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,MASTERCARD,success,0.0,Adyen,ACCEL,13.394599999999997
529.34,['CARD'],['MASTERCARD'],fail,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
141.95,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,MASTERCARD,success,0.0,Adyen,ACCEL,11.354875000000003
293.6,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
403.54,['CARD'],['VISA'],success,success,Stripe,VISA,success,0.0,Stripe,VISA,0.0
18.96,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,MASTERCARD,success,0.0,Adyen,ACCEL,11.047399999999998
748.99,['CARD'],['VISA'],success,success,Adyen,VISA,success,0.0,Adyen,VISA,0.0
345.23,['CARD'],['VISA'],success,success,Adyen,VISA,success,0.0,Adyen,VISA,0.0
72.93,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,Adyen,STAR,success,0.5419347499999994,Adyen,ACCEL,9.17320875
129.47,['CARD'],['VISA'],success,success,Adyen,VISA,success,0.0,Adyen,VISA,0.0
597.4,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,MASTERCARD,success,0.0,Adyen,ACCEL,12.493499999999997
360.09,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
116.93,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,MASTERCARD,success,0.0,Adyen,ACCEL,11.292325
130.42,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,MASTERCARD,success,0.0,Adyen,ACCEL,11.326050000000002
750.67,['CARD'],['MASTERCARD'],success,success,Adyen,MASTERCARD,success,0.0,Adyen,MASTERCARD,0.0
42.47,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,Adyen,MASTERCARD,success,0.0,Adyen,ACCEL,11.106175
997.36,['CARD'],['VISA'],success,success,Adyen,VISA,success,0.0,Adyen,VISA,0.0
